patch_index,cross_engine_lsd_db,context_leakage_lsd_db
260,8.866015957105066e-06,0.0
261,0.0001201121921171,0.0
262,0.0001304906809654,0.0
263,1.3217694766638185e-05,0.0
264,9.149225832033483,8.925203641747023
265,6.401353265574412e-05,0.0
266,1.495381243701746e-05,0.0
267,0.0001157731762067,0.0
268,5.366766983625435e-06,0.0
269,8.075973253159047e-05,0.0
270,8.398344832256134,8.556735246097984
271,0.0002348455707647,0.0
272,3.0703177303474386e-05,0.0
273,8.272214021344861e-06,0.0
274,1.6255584752717608e-05,0.0
275,0.0005514414631029,0.0
277,7.976247619204744e-05,0.0
278,2.684710489678052e-05,0.0
279,7.488548321264732e-05,0.0
280,8.296263547812493e-06,0.0
281,0.0001077549234833,0.0
282,4.063133424574686e-05,0.0
283,6.221313775841586e-05,0.0
285,2.3936901643972814e-05,0.0
286,3.60124843429941e-05,0.0
289,5.230490114613832e-05,0.0
290,2.5587544616375924e-05,0.0
291,0.0002709494266655,0.0
292,8.649818657712763e-06,0.0
293,5.581649855594754e-05,0.0
294,8.159085945275852,8.959840602351818
295,7.364460105519117,7.400565224487282
296,8.157072719912623,8.298814262208609
297,0.0002291113754152,0.0
300,3.369308699304086e-05,0.0
301,8.724310593064465e-05,0.0
302,0.0001695349194198,0.0
303,7.515781119079154,8.546094298625995
304,3.926172482746702e-05,0.0
305,4.866025908900018e-05,0.0
306,2.5500518401517703e-05,0.0
307,7.333956773630167e-05,0.0
308,0.0001451498238271,0.0
309,1.3457655758215565e-05,0.0
310,4.704604513274824e-06,0.0
312,3.153734116555903e-05,0.0
313,5.138932075578496e-05,0.0
314,7.187404762409666e-06,0.0
315,0.0002941493261424,0.0
316,4.966142531400624,5.5684226342677485
317,2.72450649964023e-05,0.0
318,1.613629668516338e-05,0.0
319,5.994733258905895e-05,0.0
320,2.101965554845438e-05,0.0
321,6.216217379324875,6.166001255868914
322,3.858101581767496e-05,0.0
323,1.4911506933279828e-05,0.0
324,1.52512621370595e-05,0.0
325,8.326790463186078e-05,0.0
326,8.815976651789258e-05,0.0
327,7.216367767976201,7.230368865189722
328,1.0259148748501492e-05,0.0
329,0.0005170511124109,0.0
330,6.170789023539451e-06,0.0
331,5.983546744997934e-06,0.0
332,1.833820784293786e-05,0.0
